sub,run,score,type
19,1,5.01388888888889,Sforzo applicato
19,1,7.375,Prestazioni raggiunte
19,1,4.99305555555556,Carico mentale del compito
19,1,5.57638888888889,Carico temporale del compito
19,1,2.30555555555556,Frustrazione percepita
19,1,0.833333333333333,Carico fisico del compito
19,2,1.11805555555556,Frustrazione percepita
19,2,8.36805555555556,Prestazioni raggiunte
19,2,0.708333333333334,Carico fisico del compito
19,2,4.99305555555556,Carico temporale del compito
19,2,5.35416666666667,Sforzo applicato
19,2,4.97222222222222,Carico mentale del compito
19,3,4.36111111111111,Carico temporale del compito
19,3,3.54861111111111,Frustrazione percepita
19,3,4.99305555555556,Sforzo applicato
19,3,4.34027777777778,Carico mentale del compito
19,3,8.15277777777778,Prestazioni raggiunte
19,3,0.979166666666667,Carico fisico del compito
19,4,1.17361111111111,Carico fisico del compito
19,4,5.55555555555556,Carico mentale del compito
19,4,5.51388888888889,Sforzo applicato
19,4,7.59027777777778,Prestazioni raggiunte
19,4,5.83333333333333,Carico temporale del compito
19,4,4.70138888888889,Frustrazione percepita
