participant,expName,age,gender,run,block,trialLoop_thisRepN,effort,task,congruency,word,color,pressed_key,correct_key,keyWord_corr,keyWord_rt
15,Stroop_EXR_1st_color_1st,27,f,1,1,0,EXR,color,congruent,VERDE,green,3,3,1,0.609250099980272
15,Stroop_EXR_1st_color_1st,27,f,1,1,1,EXR,color,incongruent,BLU,green,3,3,1,1.34673720004503
15,Stroop_EXR_1st_color_1st,27,f,1,1,2,EXR,color,incongruent,GIALLO,blue,1,1,1,0.852605000021867
15,Stroop_EXR_1st_color_1st,27,f,1,1,3,EXR,color,incongruent,BLU,green,3,3,1,0.590995299979113
15,Stroop_EXR_1st_color_1st,27,f,1,1,4,EXR,color,congruent,GIALLO,yellow,2,2,1,0.488875400042161
15,Stroop_EXR_1st_color_1st,27,f,1,1,5,EXR,color,congruent,ROSSO,red,4,4,1,0.367671200074255
15,Stroop_EXR_1st_color_1st,27,f,1,1,6,EXR,color,incongruent,BLU,green,3,3,1,0.360408500069752
15,Stroop_EXR_1st_color_1st,27,f,1,1,7,EXR,color,congruent,BLU,blue,1,1,1,0.418432799982838
15,Stroop_EXR_1st_color_1st,27,f,1,1,8,EXR,color,incongruent,ROSSO,blue,1,1,1,1.05983909999486
15,Stroop_EXR_1st_color_1st,27,f,1,1,9,EXR,color,incongruent,VERDE,yellow,2,2,1,0.883919900050387
15,Stroop_EXR_1st_color_1st,27,f,1,1,10,EXR,color,incongruent,GIALLO,green,3,3,1,1.16787590004969
15,Stroop_EXR_1st_color_1st,27,f,1,1,11,EXR,color,incongruent,ROSSO,green,3,3,1,1.46603060001507
15,Stroop_EXR_1st_color_1st,27,f,1,1,12,EXR,color,incongruent,ROSSO,blue,1,1,1,0.560067599988542
15,Stroop_EXR_1st_color_1st,27,f,1,1,13,EXR,color,congruent,VERDE,green,3,3,1,0.655610200017691
15,Stroop_EXR_1st_color_1st,27,f,1,1,14,EXR,color,congruent,BLU,blue,1,1,1,0.624968599993736
15,Stroop_EXR_1st_color_1st,27,f,1,1,15,EXR,color,congruent,ROSSO,red,4,4,1,0.35608699999284
15,Stroop_EXR_1st_color_1st,27,f,1,1,16,EXR,color,incongruent,BLU,green,3,3,1,0.815146700013429
15,Stroop_EXR_1st_color_1st,27,f,1,1,17,EXR,color,incongruent,BLU,green,3,3,1,0.448415399994701
15,Stroop_EXR_1st_color_1st,27,f,1,1,18,EXR,color,incongruent,BLU,yellow,2,2,1,0.55711940000765
15,Stroop_EXR_1st_color_1st,27,f,1,1,19,EXR,color,congruent,BLU,blue,1,1,1,0.680006899987347
15,Stroop_EXR_1st_color_1st,27,f,1,1,20,EXR,color,congruent,GIALLO,yellow,2,2,1,0.822515700012445
15,Stroop_EXR_1st_color_1st,27,f,1,1,21,EXR,color,congruent,ROSSO,red,4,4,1,0.616054899990559
15,Stroop_EXR_1st_color_1st,27,f,1,1,22,EXR,color,congruent,VERDE,green,3,3,1,0.364139000070281
15,Stroop_EXR_1st_color_1st,27,f,1,1,23,EXR,color,congruent,VERDE,green,3,3,1,0.467458899947815
15,Stroop_EXR_1st_color_1st,27,f,1,2,0,EXR,color,incongruent,ROSSO,green,3,3,1,0.68433429999277
15,Stroop_EXR_1st_color_1st,27,f,1,2,1,EXR,color,congruent,VERDE,green,3,3,1,0.505534099997021
15,Stroop_EXR_1st_color_1st,27,f,1,2,2,EXR,color,congruent,BLU,blue,1,1,1,0.537346900091507
15,Stroop_EXR_1st_color_1st,27,f,1,2,3,EXR,color,incongruent,VERDE,blue,1,1,1,0.472403399995528
15,Stroop_EXR_1st_color_1st,27,f,1,2,4,EXR,color,incongruent,VERDE,blue,1,1,1,0.394895300036296
15,Stroop_EXR_1st_color_1st,27,f,1,2,5,EXR,color,congruent,VERDE,green,3,3,1,0.517102000070736
15,Stroop_EXR_1st_color_1st,27,f,1,2,6,EXR,color,incongruent,ROSSO,yellow,2,2,1,0.593568000011146
15,Stroop_EXR_1st_color_1st,27,f,1,2,7,EXR,color,incongruent,ROSSO,blue,1,1,1,0.580664400011301
15,Stroop_EXR_1st_color_1st,27,f,1,2,8,EXR,color,congruent,ROSSO,red,4,4,1,0.510699699982069
15,Stroop_EXR_1st_color_1st,27,f,1,2,9,EXR,color,congruent,BLU,blue,1,1,1,0.473930399981327
15,Stroop_EXR_1st_color_1st,27,f,1,2,10,EXR,color,congruent,ROSSO,red,4,4,1,0.759337699972093
15,Stroop_EXR_1st_color_1st,27,f,1,2,11,EXR,color,incongruent,GIALLO,green,3,3,1,0.556081100017764
15,Stroop_EXR_1st_color_1st,27,f,1,2,12,EXR,color,incongruent,GIALLO,blue,1,1,1,0.664432500023395
