sub,run,score,type
1,1,6.91666666666667,Carico mentale del compito
1,1,6.69444444444444,Sforzo applicato
1,1,0.701388888888889,Frustrazione percepita
1,1,8.13194444444444,Prestazioni raggiunte
1,1,5,Carico temporale del compito
1,1,0.00694444444444442,Carico fisico del compito
1,2,7.39583333333333,Carico mentale del compito
1,2,8.02083333333333,Prestazioni raggiunte
1,2,5.02083333333333,Carico temporale del compito
1,2,0.847222222222222,Frustrazione percepita
1,2,6.125,Sforzo applicato
1,2,0,Carico fisico del compito
1,3,7.64583333333333,Carico mentale del compito
1,3,6.29166666666667,Sforzo applicato
1,3,5.81944444444444,Prestazioni raggiunte
1,3,0.868055555555556,Frustrazione percepita
1,3,4.95138888888889,Carico temporale del compito
1,3,0.0833333333333336,Carico fisico del compito
1,4,6.20138888888889,Sforzo applicato
1,4,7.14583333333333,Carico mentale del compito
1,4,0.208333333333333,Frustrazione percepita
1,4,5.15972222222222,Carico temporale del compito
1,4,7.68055555555556,Prestazioni raggiunte
1,4,0.118055555555556,Carico fisico del compito
