sub,run,score,type
11,1,7.18055555555556,Prestazioni raggiunte
11,1,1.40972222222222,Carico fisico del compito
11,1,0.930555555555556,Carico temporale del compito
11,1,0.215277777777778,Frustrazione percepita
11,1,4.80555555555556,Sforzo applicato
11,1,5.79861111111111,Carico mentale del compito
11,2,1.38194444444444,Carico fisico del compito
11,2,3.75,Carico temporale del compito
11,2,1.56944444444445,Frustrazione percepita
11,2,8.11805555555556,Sforzo applicato
11,2,9.01388888888889,Carico mentale del compito
11,2,8.27083333333333,Prestazioni raggiunte
11,3,0.965277777777778,Carico temporale del compito
11,3,6.0625,Carico mentale del compito
11,3,0.0833333333333336,Frustrazione percepita
11,3,4.97222222222222,Sforzo applicato
11,3,0.854166666666666,Carico fisico del compito
11,3,9.61805555555556,Prestazioni raggiunte
11,4,1.17361111111111,Frustrazione percepita
11,4,7.59027777777778,Prestazioni raggiunte
11,4,8.04166666666667,Carico mentale del compito
11,4,0.819444444444444,Carico fisico del compito
11,4,8.33333333333333,Sforzo applicato
11,4,2.67361111111111,Carico temporale del compito
