sub,run,score,type
8,1,5.97916666666667,Carico mentale del compito
8,1,0.743055555555556,Carico fisico del compito
8,1,2.88888888888889,Sforzo applicato
8,1,5.54166666666667,Prestazioni raggiunte
8,1,4.65277777777778,Carico temporale del compito
8,1,3.28472222222222,Frustrazione percepita
8,2,5.54166666666667,Carico temporale del compito
8,2,3.65277777777778,Sforzo applicato
8,2,1.06944444444444,Carico fisico del compito
8,2,3.79166666666667,Frustrazione percepita
8,2,6.14583333333333,Prestazioni raggiunte
8,2,3.54166666666667,Carico mentale del compito
8,3,0.958333333333333,Carico fisico del compito
8,3,2.91666666666667,Frustrazione percepita
8,3,5.77083333333333,Carico mentale del compito
8,3,6.78472222222222,Sforzo applicato
8,3,5.6875,Prestazioni raggiunte
8,3,6.68055555555556,Carico temporale del compito
8,4,6.84722222222222,Carico mentale del compito
8,4,6.13194444444444,Sforzo applicato
8,4,5.69444444444444,Prestazioni raggiunte
8,4,4.58333333333333,Carico temporale del compito
8,4,4.09722222222222,Frustrazione percepita
8,4,1.31944444444444,Carico fisico del compito
