sub,run,score,type
12,1,4.51388888888889,Carico mentale del compito
12,1,3.85416666666667,Prestazioni raggiunte
12,1,5.22916666666667,Carico temporale del compito
12,1,5.36111111111111,Carico fisico del compito
12,1,6.36111111111111,Frustrazione percepita
12,1,5.54861111111111,Sforzo applicato
12,2,7.72916666666667,Carico mentale del compito
12,2,7.15972222222222,Sforzo applicato
12,2,3.52777777777778,Prestazioni raggiunte
12,2,8.41666666666667,Carico temporale del compito
12,2,9.18055555555556,Frustrazione percepita
12,2,6.88888888888889,Carico fisico del compito
12,3,5.29861111111111,Carico temporale del compito
12,3,4.625,Frustrazione percepita
12,3,5.38194444444444,Sforzo applicato
12,3,6.29861111111111,Prestazioni raggiunte
12,3,5.5625,Carico fisico del compito
12,3,5.00694444444444,Carico mentale del compito
12,4,7.59027777777778,Carico fisico del compito
12,4,6.13888888888889,Carico temporale del compito
12,4,7.11805555555556,Carico mentale del compito
12,4,7.80555555555556,Sforzo applicato
12,4,8.05555555555556,Frustrazione percepita
12,4,6.23611111111111,Prestazioni raggiunte
